8.3 (D)(3DRel)	Time
0.001930439	104718.6282
0.001935375	104757.4465
0.001950281	104798.1782
0.001930498	104837.5543
0.001906749	104879.4022
0.001844432	104918.1435
0.001797362	104957.9517
0.001734447	104998.7989
0.00172312	105038.9684
0.00159326	105078.4909
0.00152787	105119.3635
0.001466154	105158.0194
0.001368683	105198.7785
0.001296024	105238.0005
0.001287204	105280.4618
0.001193819	105322.0581
0.00115465	105358.0892
0.001037053	105398.6244
0.000936045	105438.5783
0.000903144	105480.1044
0.000773047	105518.9973
0.000788293	105558.2545
0.000760338	105601.2877
0.000744491	105637.2823
0.000752364	105678.1442
0.000780726	105718.5828
0.000794912	105762.1905
0.000857979	105798.522
0.00091113	105843.5925
0.000940048	105878.5591
0.001044239	105918.1323
0.00117047	105958.0882
0.001290333	105998.9838
0.00136051	106037.7499
0.001413306	106081.0353
0.001437575	106118.5448
0.001465264	106158.8806
0.001476142	106198.3645
0.001463906	106238.9767
0.001439071	106278.9029
0.001399582	106318.5965
0.001399582	106358.0609
0.001292128	106399.3246
0.001261815	106443.9851
0.001215169	106479.8352
0.001186306	106518.1708
0.001151693	106558.7982
0.00114727	106602.5375
0.001190384	106638.5145
0.00122276	106680.0005
0.001289466	106718.0104
0.001371463	106762.4304
0.001477773	106799.0881
0.001576686	106837.4451
0.001717295	106878.5704
0.001745739	106920.5548
0.001781447	106958.5602
0.001831159	106999.1637
0.001870904	107038.7315
0.001940458	107078.2997
0.001975957	107118.5141
0.00204504	107157.8512
0.00210151	107198.5005
0.002127422	107237.9308
0.002201351	107278.5616
0.002274369	107319.0953
0.002273291	107359.1375
0.002273946	107399.7435
0.002264633	107438.5515
0.002257325	107478.6532
0.00225155	107519.8628
0.002284387	107558.8221
0.002308439	107600.5188
0.002309508	107638.3497
0.002328411	107679.098
0.002335605	107718.0357
0.002340194	107758.3125
0.002346731	107800.2745
0.002375296	107837.8108
0.002349199	107884.926
0.002319741	107918.3702
0.002269174	107957.504
0.002201992	107999.644
0.002123393	108037.6182
0.002135873	108078.4021
0.00201422	108118.3658
0.001942702	108157.899
0.001834575	108199.388
0.001755766	108238.1097
0.00160664	108279.5544
0.001601417	108319.4474
0.001572429	108358.3227
0.001568819	108398.736
0.001561542	108444.4619
0.001615564	108479.4559
0.001711724	108524.8809
0.001774362	108558.2798
0.001818155	108598.7278
0.001891388	108638.2736
0.001938563	108680.0239
0.001988502	108719.9096
0.001988478	108757.4075
0.001998118	108798.0978
0.001991028	108837.5041
0.00194443	108880.9348
0.001968533	108917.9918
0.001980378	108957.5513
0.001952054	108998.4098
0.001883931	109037.6797
0.001844252	109078.8878
0.001806151	109118.1489
0.001773666	109158.0828
0.001762814	109198.8428
0.001727663	109238.6256
0.001697406	109279.4305
0.001547714	109318.7228
0.001385554	109358.9601
0.001204184	109404.0959
0.001098813	109438.7032
0.000857807	109484.5368
0.000868213	109519.1309
0.000684439	109559.6925
0.000651571	109598.7965
0.000636574	109643.0323
0.000520119	109679.0229
0.000529729	109718.7574
0.000512187	109758.275
0.000450806	109798.4727
0.00042672	109837.6431
0.000373262	109878.9795
0.000403551	109919.6517
0.000510007	109964.3526
0.000568618	109998.0046
0.000622627	110043.258
0.000716626	110078.2792
0.0008025	110120.4075
0.000885623	110157.8585
0.000965734	110200.0297
0.001024609	110238.7076
0.001073236	110278.0374
0.001147057	110318.1225
0.001245645	110357.7517
0.001274541	110399.1583
0.001334558	110437.9201
0.001360184	110478.4845
0.001366521	110518.594
0.001400405	110558.2072
0.001406614	110598.4854
0.001425229	110638.5769
0.001450048	110678.4255
0.001452779	110718.9125
0.001463869	110759.7676
0.001495161	110798.7614
0.001510878	110839.1162
0.001552142	110878.8176
0.001582503	110917.7831
0.001608987	110957.3412
0.001632656	110998.5234
0.001687707	111037.528
0.001692989	111078.959
0.001738704	111118.0591
0.001786697	111158.9186
0.001796393	111198.1134
0.001868176	111237.7016
0.001902278	111278.4894
0.001888102	111317.7549
0.001876641	111358.1326
0.001843647	111398.2908
0.001755128	111438.7929
0.001678856	111479.0624
0.001501275	111518.6691
0.001371673	111558.0492
0.001279172	111598.4854
0.001171959	111642.9313
0.001122504	111678.8254
0.001046104	111726.3325
0.001044874	111758.216
0.001021586	111804.9946
0.000991472	111838.3019
0.000882165	111900.9023
0.000837408	111918.9105
0.00083149	111957.4738
0.000862425	111997.8954
0.000897922	112037.4056
0.000923656	112078.1354
0.000914798	112118.0211
0.000907463	112157.9736
0.000918622	112197.9695
0.000920485	112238.7066
0.00094775	112278.6016
0.001000626	112318.3439
0.001046338	112363.6836
0.001081595	112398.2874
0.001118406	112438.3501
0.001170312	112479.5305
0.00121412	112518.8813
0.001220664	112558.4212
0.001248564	112599.6874
0.001322591	112639.2342
0.001355375	112679.9947
0.001426498	112720.3534
0.001424016	112758.0531
0.001456375	112798.5863
0.001483184	112838.0873
0.001502883	112878.8454
0.001535897	112918.7642
0.001549648	112957.3319
0.001537912	112997.8008
0.001523471	113037.4115
0.001549138	113077.7707
0.001551987	113117.8992
0.001542943	113158.884
0.001559196	113198.6063
0.001577682	113237.8084
0.00161492	113279.2242
0.001653494	113317.5925
0.001712062	113357.9951
0.001742628	113399.1593
0.001768799	113438.4911
0.001802938	113478.1364
0.001842678	113518.6399
0.001867335	113557.9117
0.001879233	113598.8345
0.001891169	113638.315
0.001889048	113679.5105
0.00186856	113718.2893
0.001877837	113757.9931
0.001855433	113798.383
0.00185445	113839.2742
0.001830712	113878.6225
0.001813002	113918.5775
0.001793055	113958.4822
0.001795319	113997.6248
0.00180452	114037.3164
0.001863056	114083.2842
0.001863056	114118.3098
0.001936127	114161.461
0.001987619	114198.8594
0.001996063	114240.4001
0.002070264	114277.9779
0.002095086	114317.8914
0.002141037	114357.6766
0.002145556	114398.1543
0.002191041	114444.4834
0.002198245	114478.1647
0.00220434	114519.8682
0.002205719	114557.8975
0.002200544	114602.0401
0.002202271	114638.0537
0.002178378	114682.6912
0.00215179	114718.4502
0.002135614	114763.1872
0.002124612	114798.4186
0.002142929	114839.1606
0.002166591	114878.2812
0.002181702	114919.3723
0.002161031	114958.6007
0.002154626	114998.4562
0.002172191	115038.0795
0.002202761	115077.3552
0.002225833	115125.0262
0.002235175	115157.6942
0.002227357	115197.6438
0.002212056	115237.6304
0.002189068	115277.7541
0.002132727	115322.6418
0.00211284	115358.6455
0.002045991	115397.9368
0.001999285	115438.1395
0.001946384	115477.8994
0.001952886	115518.8808
0.001908293	115559.5574
0.001871533	115597.9164
0.001853437	115638.6076
0.001874013	115678.3865
0.00187484	115718.3863
0.001873893	115759.5842
0.001893224	115798.3586
0.001894824	115838.3389
0.00189616	115879.1379
0.001878658	115918.3161
0.001870205	115962.0579
0.001830567	115998.2431
0.00177422	116038.2238
0.001714701	116077.7087
0.001649389	116117.4413
0.001620268	116157.8405
0.001557915	116203.5683
0.001552548	116237.9362
0.001542253	116278.4246
0.001543874	116317.6788
0.001502054	116358.4154
0.001491834	116398.738
0.001467805	116438.6959
0.001362931	116480.6959
0.00130255	116517.651
0.001287546	116557.7956
0.001308908	116597.7081
0.00134513	116637.8581
0.001330193	116677.8204
0.001230949	116718.6916
0.001206328	116757.8395
0.001132225	116798.0378
0.001046572	116843.4511
0.000966163	116879.0994
0.000785913	116919.3733
0.000677168	116958.5095
0.00056652	117000.5768
0.000508404	117039.2498
0.000444195	117083.3622
0.000355985	117117.2828
0.00030042	117157.94
0.000319645	117197.3522
0.000349592	117237.2554
0.000395631	117277.5259
0.000526123	117317.5067
0.000668811	117358.3983
0.000723234	117397.7198
0.000829829	117438.059
0.001181444	117477.6848
0.001250127	117517.6793
0.001249448	117557.6206
0.001212685	117597.752
0.001215516	117638.7251
0.001226692	117678.0959
0.001421201	117717.9406
0.001513314	117758.7889
0.001642263	117798.0085
0.001825084	117837.9835
0.002123137	117879.331
0.002279348	117918.2849
0.00238242	117958.0448
0.002394424	117998.4113
0.002594511	118038.121
0.002577021	118079.528
0.002693146	118123.5653
0.002703029	118157.5552
0.002718243	118197.3337
0.002680628	118237.7065
0.002697897	118277.4381
0.002591366	118317.6866
0.002553055	118357.5016
0.002485285	118398.9145
0.002457134	118438.0025
0.002410767	118477.9223
0.002349362	118517.9216
0.002316543	118558.587
0.002313032	118601.9056
0.002279107	118637.8367
0.002254894	118678.1983
0.002208583	118718.2259
0.00219976	118757.8678
0.00216067	118798.2991
0.002097799	118837.9142
0.002078823	118878.3309
0.001988927	118918.279
0.001940373	118958.1984
0.001894738	118998.2757
0.00181171	119038.4608
0.001759471	119079.0667
0.001782371	119118.4814
0.001735897	119158.3218
0.001740978	119197.4912
0.001768909	119237.2632
0.001801427	119278.9019
0.001822587	119317.5959
0.001820995	119358.6387
0.001851336	119403.5157
0.001908765	119437.5197
0.001955327	119477.7624
0.001957711	119519.0046
0.001924929	119557.6625
0.001894147	119597.7091
0.00183766	119637.7162
0.001764635	119677.9759
0.001647891	119718.0323
0.001465154	119757.8751
0.001370914	119797.9403
0.001294166	119839.0391
0.001109702	119879.0292
0.001031048	119919.1299
0.000981079	119957.8805
0.000940246	119998.2913
0.000934742	120042.7051
0.000833277	120080.6076
0.000786839	120121.9099
0.000786765	120159.2799
0.000767698	120198.2411
0.000744763	120238.5764
0.00070682	120277.3557
0.000688917	120317.591
0.000709533	120357.3134
0.00068927	120397.6326
0.000664801	120437.5461
0.000680675	120477.7004
0.0006173	120517.6183
0.000555556	120557.5474
0.000544353	120597.6574
0.000525013	120637.6567
0.000483217	120683.8912
0.0004489	120717.9304
0.000371375	120762.8322
0.000319929	120799.1159
0.000247687	120843.7383
0.000173499	120879.0858
9.47E-05	120917.8616
0.0001471	120958.2281
0.000215442	120998.2494
0.000305261	121045.1227
0.000471805	121078.1388
0.000634503	121118.2556
0.000799574	121159.2824
0.001181775	121198.4191
0.00121147	121238.177
0.001262459	121278.3602
0.001265156	121322.1151
0.001208161	121357.5674
0.001171361	121401.8178
0.001188348	121437.9405
0.001186367	121482.2329
0.001143046	121517.8212
0.001169058	121557.5211
0.001171707	121597.7208
0.001177368	121637.7801
0.001170513	121678.2495
0.0011746	121717.8226
0.001202554	121757.8595
0.001227277	121798.9218
0.001254822	121837.8338
0.001265329	121878.445
0.00130955	121918.3551
0.001340603	121957.9648
0.001338683	121998.2918
0.001313701	122037.9093
0.001236541	122079.5968
0.001039721	122118.4799
0.001067114	122158.1535
0.001094912	122205.9679
0.00112427	122238.3467
0.00117335	122279.156
0.001246755	122318.5741
0.001338687	122357.4046
0.001454901	122403.0388
0.001663384	122438.6583
0.001765743	122477.9169
0.002042848	122518.0235
0.00215185	122557.5977
0.0022777	122603.3304
0.002267704	122637.6763
0.002376532	122678.0296
0.002396832	122718.1659
0.002416084	122757.9253
0.002399685	122798.0992
0.002372736	122837.7284
0.002310653	122879.3437
0.002216883	122918.3078
0.002121308	122958.9586
0.002025956	123000.0692
0.001991105	123038.0615
0.001954467	123078.5889
0.001905301	123122.6832
0.001905301	123158.2857
0.00180914	123204.3398
0.001792587	123238.4218
0.001840876	123283.9546
0.001972842	123318.9051
0.001979975	123358.3076
0.002050703	123398.5366
0.002085193	123437.7538
0.002182232	123477.8999
0.002196596	123518.5043
0.002193375	123557.584
0.002185222	123597.9017
0.00215743	123637.4773
0.002127162	123678.2666
0.002011302	123718.1347
0.001932645	123757.6942
0.001889478	123799.1622
0.001903499	123838.9597
0.001830428	123879.1028
0.001679011	123918.2405
0.001628938	123958.1379
0.001628526	124004.0384
0.001589596	124037.8601
0.001556851	124080.4535
0.001410367	124119.461
0.001319388	124162.2939
0.00123236	124200.3354
0.001212054	124238.6413
0.001119379	124278.5562
0.001076781	124318.9807
0.001024738	124358.2891
0.000983621	124398.8336
0.000911191	124437.6865
0.000933923	124477.7916
0.000885258	124517.7573
0.000862931	124557.5362
0.000865995	124597.8364
0.000884362	124637.6533
0.000934595	124684.8148
0.000956429	124718.1932
0.00096361	124757.6094
0.000987623	124798.6307
0.000999809	124838.7846
0.000999822	124879.4315
0.001018647	124920.9468
0.001060479	124957.8156
0.001071391	124998.3825
0.001092109	125038.0073
0.001185304	125080.2205
0.001175347	125118.6048
0.001187962	125158.233
0.001231869	125198.422
0.001341988	125238.9982
0.00139637	125279.708
0.001559675	125318.536
0.001569493	125358.1433
0.001600704	125398.7516
0.001641777	125439.2498
0.001748292	125477.8394
0.001779785	125519.3152
0.001821754	125558.531
0.001820924	125598.3772
0.001803827	125637.4617
0.001793813	125678.7386
0.001771485	125718.0021
0.001781801	125757.526
0.001802694	125799.1232
0.001823412	125838.7129
0.001881995	125878.525
0.001989173	125922.4467
0.002064388	125957.8463
0.002127411	125998.9087
0.002212273	126037.8889
0.002296578	126078.9951
0.002396416	126118.2239
0.002486279	126158.9674
0.002524766	126199.3807
0.002504023	126238.2097
0.00250316	126279.7772
0.002543776	126318.5721
0.002598763	126364.7993
0.002613601	126399.763
0.002621123	126440.4118
0.00263173	126478.8815
0.002627028	126523.4049
0.002623198	126557.4367
0.002649306	126598.3728
0.002668929	126637.6587
0.002685647	126678.7673
0.00269652	126718.8793
0.002775284	126758.4646
0.002774828	126798.0153
0.002690655	126837.6007
0.00263445	126879.0492
0.002555987	126917.6261
0.002555482	126959.2005
0.002564362	126999.2832
0.002569237	127039.0206
0.002576606	127083.8591
0.002532472	127118.1664
0.002492659	127158.8177
0.002481833	127199.3144
0.002502466	127244.1065
0.002485342	127278.9682
0.00246145	127318.0894
0.002446921	127359.0117
0.00245276	127398.3879
0.002465589	127439.4722
0.002427837	127478.6191
0.00240092	127518.6516
0.002331242	127557.564
0.002167209	127597.8198
0.002106953	127637.3851
0.002062344	127677.837
0.002010486	127717.5959
0.001845007	127760.2956
0.001784482	127798.2611
0.001674869	127837.6636
0.001651875	127879.2564
0.001479884	127918.0635
0.001418634	127958.6719
0.001311829	128000.7909
0.001243838	128037.7367
0.001143055	128078.2773
0.000934436	128118.8193
0.000820204	128158.1175
0.000808483	128198.1616
0.000805781	128238.2073
0.000799852	128278.3465
0.000893075	128318.7871
0.000913082	128358.0589
0.000835429	128398.4098
0.000854051	128438.434
0.00084495	128479.7133
0.000825944	128518.9164
0.000753593	128558.4627
0.000739965	128597.9993
0.000724939	128637.4125
0.000709642	128677.639
0.000649872	128717.6052
0.000628779	128757.3772
0.000607657	128797.7935
0.000588011	128837.4554
0.000578234	128878.0827
0.000658506	128917.8855
0.00065076	128957.9019
0.000697795	128997.9378
0.000729149	129037.6958
0.000814795	129077.9803
0.000795412	129118.9105
0.000855867	129158.016
0.000876676	129198.4937
0.000919547	129237.8479
0.000960106	129278.389
0.001020088	129319.2738
0.001091517	129358.0038
0.001173932	129399.3226
0.00128888	129439.0114
0.001457769	129483.3568
0.001575651	129518.5838
0.001734289	129559.2468
0.001827333	129598.6254
0.001879376	129638.3243
0.00195552	129677.9267
0.00201589	129717.6378
0.002056947	129757.2905
0.002145899	129797.6443
0.002240484	129837.4768
0.002368272	129877.9213
0.002383592	129917.8977
0.002392354	129957.5484
0.002386068	129997.9481
0.002412067	130037.5436
0.002430102	130080.2473
0.002515644	130117.8846
0.002542987	130158.9254
0.002596177	130204.7825
0.002587761	130237.8835
0.002652833	130283.7591
0.002688425	130318.0582
0.002733795	130357.8454
0.002759794	130398.0573
0.002766444	130438.3774
0.002728867	130479.2335
0.00271708	130518.1874
0.002686365	130558.2847
0.002660144	130598.3879
0.002613251	130640.9979
0.002586627	130678.3212
0.002596171	130717.6115
0.002590406	130757.2739
0.002541025	130798.6624
0.002506563	130837.4934
0.002495312	130877.7643
0.002446732	130920.1837
0.002449476	130957.487
0.002452158	130997.7598
0.002433149	131038.6159
0.002404013	131078.0291
0.002375562	131117.8236
0.002359134	131157.9955
0.002292559	131197.8969
0.002240971	131237.7396
0.002115892	131278.09
0.001993177	131317.8933
0.001937849	131358.6348
0.001915944	131398.0051
0.001897635	131438.1805
0.001897049	131478.1188
0.001965499	131523.0938
0.002016511	131558.9961
0.002065364	131599.1705
0.002147842	131638.1678
0.00225948	131679.5709
0.002310204	131718.7867
0.002350462	131757.3114
0.002441854	131797.4487
0.002463388	131837.8342
0.002556303	131878.7391
0.002678013	131917.631
0.002716575	131957.4992
0.002720085	131997.6111
0.002713891	132037.4427
0.002737938	132077.6736
0.002750221	132117.6017
0.002741974	132157.7239
0.00272856	132199.2139
0.002686487	132239.0411
0.002597601	132283.8795
0.002550906	132318.9261
0.002455363	132365.4551
0.002382903	132398.3099
0.002339176	132440.0651
0.002248795	132478.2905
0.002160106	132522.1147
0.002122138	132558.7075
0.002078064	132602.0231
0.002045404	132638.1848
0.00203371	132679.59
0.002026098	132718.459
0.002042883	132758.4329
0.002105134	132801.0581
0.002094789	132837.2706
0.002091586	132878.0588
0.002078245	132917.3731
0.002093131	132958.4602
0.002097966	133000.9303
0.002081851	133037.5602
0.002048203	133077.8155
0.001942159	133118.8803
0.001922979	133158.8577
0.001894529	133203.1953
0.001871146	133238.0576
0.001790148	133285.5516
0.001722836	133318.814
0.001648436	133357.8181
0.001568323	133398.2952
0.00149603	133438.5866
0.001287086	133478.2817
0.001138329	133518.3936
0.001092026	133557.9302
0.001009877	133598.9852
0.000961815	133638.0746
0.000905955	133678.9356
0.000717486	133718.7267
0.000622406	133758.1794
0.000528633	133798.7365
0.000483822	133837.4344
0.000387795	133878.7405
0.000374735	133922.0708
0.000350204	133958.4754
0.000354341	133998.7053
0.000394253	134037.668
0.000400447	134078.3007
0.000410244	134123.7374
0.000412223	134157.6576
0.000412469	134198.0188
0.000414435	134238.8343
0.000400834	134278.0081
0.000411269	134318.2669
0.00043901	134361.5503
0.000434521	134399.0135
0.000437301	134437.8937
0.000437179	134479.3106
0.000451203	134518.9446
0.000441748	134558.3735
0.000427354	134599.4777
0.000402658	134639.2123
0.000364426	134679.5641
0.000356651	134720.1881
0.000380692	134759.6339
0.000386666	134799.9356
0.00038686	134844.616
0.000388696	134878.0306
0.000355765	134924.5152
0.000348841	134957.3694
0.000333319	134997.8847
0.000307228	135037.6694
0.000292317	135078.4938
0.000262568	135117.9694
0.000261956	135157.6825
0.000250629	135197.8983
0.000247214	135237.9186
0.000240357	135279.351
0.000221831	135317.6447
0.000229763	135358.0438
0.000176823	135398.1099
0.000102385	135438.5452
0.000165211	135479.5295
0.000294984	135518.616
0.00041272	135563.3179
0.000640231	135598.3416
0.000679	135638.9236
0.000755553	135679.4973
0.000985922	135719.363
0.001085611	135758.1916
0.001158829	135799.6601
0.001209272	135843.7998
0.001316025	135879.8728
0.001350665	135918.0016
0.001348246	135957.3143
0.001342421	135997.8691
0.00132028	136037.647
0.001295031	136078.0237
0.001256331	136117.5818
0.001200994	136158.2457
0.001197971	136203.6732
0.001205178	136238.04
0.001218223	136279.0687
0.001203203	136318.2586
0.001184157	136357.8132
0.001164119	136398.3089
0.001147383	136438.3267
0.001146225	136484.7816
0.001149772	136519.0422
0.001105108	136564.1035
0.001099144	136599.0398
0.001095974	136638.217
0.001161542	136678.8264
0.001206859	136718.7949
0.001248138	136758.2798
0.001257807	136799.3397
0.001238029	136838.1873
0.001215679	136879.982
0.001080865	136918.7247
0.000971939	136957.2758
0.000869102	136998.5605
0.000800866	137037.5392
0.000779215	137077.9165
0.000784124	137118.1176
0.000721981	137158.5456
0.000676543	137198.0324
0.000599702	137237.5158
0.000581629	137278.4855
0.000549584	137318.8135
0.000456418	137365.2284
0.000420913	137398.0734
0.000406353	137438.0663
0.000405057	137478.8171
0.00039431	137521.1506
0.000387991	137558.9347
0.000447873	137601.1985
0.000559653	137637.9474
0.000630559	137679.6563
0.000672204	137718.6916
0.000693781	137759.1546
0.000699268	137798.5829
0.00069028	137839.2786
0.000734422	137883.2422
0.000843612	137918.6531
0.000887369	137963.0239
0.000934453	137997.9271
0.001015912	138043.1327
0.0010744	138077.9686
0.001276004	138123.8082
0.001349985	138157.9195
0.00143058	138198.1251
0.001539653	138237.665
0.001627392	138278.6035
0.001706505	138318.0699
0.001746777	138357.5547
0.00179379	138398.0992
0.001821058	138437.8113
0.001835412	138479.2608
0.001878519	138518.4448
0.001893436	138557.8185
0.001896439	138598.4059
0.001909317	138638.0668
0.001888526	138679.1116
0.001896044	138719.6229
0.001934258	138758.0584
0.001968775	138798.5717
0.00198701	138844.8969
0.00201964	138879.7543
0.002160262	138920.3119
0.002212961	138959.5393
0.00224652	138998.6926
0.002275519	139038.336
0.002321462	139078.1588
0.002345822	139118.4814
0.002355888	139157.6381
0.002368703	139197.8496
0.002412728	139237.4602
0.002439952	139278.0349
0.002449026	139318.3039
0.002491381	139366.2621
0.002475025	139398.2104
0.002454414	139438.7817
0.002360719	139478.1032
0.002338459	139519.2714
0.00233063	139557.8073
0.002311759	139598.1904
0.002280407	139641.7425
0.002308153	139679.5046
0.002305117	139718.4175
0.002271181	139758.9474
0.002254842	139803.1046
0.002238271	139838.2507
0.002231073	139878.4641
0.002248419	139919.464
0.00231209	139959.3116
0.002347847	139999.251
0.002354256	140038.2253
0.002366301	140078.8195
0.002400988	140117.1497
0.002448469	140158.7845
0.002441188	140201.0118
0.002441751	140237.4315
0.002451992	140278.7761
0.002441439	140325.5738
0.002454136	140357.5533
0.002438504	140398.0202
0.002404337	140437.6421
0.002356944	140478.1217
0.002247206	140517.7071
0.001996169	140559.1322
0.001873979	140599.2276
0.001764044	140637.8338
0.001703874	140678.389
0.001368729	140718.3005
0.00121213	140757.917
0.001049171	140798.4123
0.000915813	140837.9703
0.000867667	140879.6807
0.00073862	140918.5297
0.000714822	140958.2252
0.000695079	140999.7147
0.000691823	141038.3487
0.000730639	141079.2277
0.000757398	141119.4123
0.000789439	141157.9492
0.000873563	141197.7467
0.000988374	141238.4603
0.001077934	141279.0745
0.001227423	141317.4969
0.001454232	141358.2754
0.001522079	141398.9818
0.001565869	141438.4067
0.001584145	141478.0637
0.001622778	141518.0967
0.001642163	141558.7972
0.00166075	141598.1377
0.001698964	141637.7465
0.001719722	141679.4871
0.001761757	141719.2187
0.001756637	141762.014
0.001736128	141798.9067
0.001723622	141844.5175
0.001697011	141878.4699
0.001716286	141923.2542
0.00175115	141959.2087
0.00177704	141999.5001
0.001830235	142038.1258
0.00189357	142078.8805
0.001972463	142118.6101
0.002043675	142158.5573
0.002050841	142197.6145
0.002065296	142237.5495
0.002065202	142277.7316
0.00210541	142317.7987
0.002135565	142357.3772
0.002157844	142398.9428
0.002121025	142442.5929
0.002113771	142478.6274
0.002063127	142517.5691
0.001849476	142558.1838
0.001740856	142598.5883
0.001692409	142638.8451
0.001617346	142678.1871
0.001528123	142718.3132
0.00152172	142757.8624
0.001511763	142798.9165
0.001498559	142837.8947
0.00151667	142885.0332
0.001481578	142918.3697
0.001474244	142959.1712
0.001415573	142998.3533
0.001249117	143041.6201
0.00114165	143078.9682
0.001065208	143120.6396
0.0009427	143159.1853
0.000928474	143201.7012
0.000931846	143237.3383
0.000896242	143278.0062
0.000892719	143317.7241
0.000888031	143357.6211
0.000823143	143405.3165
0.000819952	143438.0941
0.000804023	143478.1515
0.000792651	143518.0469
0.000799692	143557.7259
0.000820195	143598.1285
0.000816155	143637.5846
0.000768803	143685.0328
0.000662309	143718.1723
0.000606423	143757.7712
0.000544015	143799.0067
0.00038527	143843.6935
0.000337103	143877.9208
0.000267306	143918.3346
0.000234366	143958.0058
0.000234919	143998.343
0.000233429	144038.0093
0.000234537	144078.5621
0.000213333	144119.5459
0.000212041	144158.3778
0.000122284	144198.4488
8.09E-05	144238.4404
0.000120985	144279.4183
0.000136636	144317.7895
0.000171114	144357.3256
0.000253952	144397.8071
0.000347726	144438.2824
0.000411882	144478.76
0.000447519	144517.4082
0.000441198	144557.8137
0.000498077	144597.7945
0.000525918	144638.8378
0.000565207	144678.0111
0.000622189	144717.8446
0.000738316	144757.9029
0.000861005	144797.9622
0.000957035	144837.7382
0.001049919	144879.0609
0.001294382	144918.0318
0.001459821	144957.9258
0.001600387	144999.8542
0.001677785	145038.2107
0.001736288	145078.2856
0.001961382	145118.2717
0.002048475	145158.6231
0.002082921	145199.1632
0.002112152	145238.256
0.002193186	145278.6274
0.002200778	145317.2746
0.002202078	145357.2514
0.002181483	145397.6287
0.00219161	145438.5608
0.00220368	145484.1511
0.002218877	145517.5779
0.002252046	145558.5075
0.002257694	145597.6043
0.002281064	145637.5924
0.002281285	145678.1037
0.002225049	145717.8456
0.00220088	145757.5937
0.002205112	145798.2718
0.002243671	145838.2829
0.002272322	145879.0112
0.002333233	145918.184
0.002363916	145958.7757
0.002375927	145998.0168
0.002378463	146037.8537
0.002366654	146078.271
0.002353436	146118.1415
0.002352747	146158.1662
0.002396528	146199.1437
0.002483465	146238.8626
0.002547995	146278.5991
0.00258898	146318.4487
0.002574428	146357.2822
0.002544483	146397.438
0.002513735	146437.3661
0.002518328	146477.5898
0.002540523	146517.7324
0.002543709	146557.4075
0.002559464	146598.936
0.002593362	146638.5072
0.002601608	146678.6532
0.002583611	146718.26
0.002538566	146758.708
0.002516745	146802.8554
0.002508755	146837.6119
0.002506753	146882.363
0.00254311	146918.9778
0.002561504	146957.7951
0.002539773	146997.9008
0.002525758	147037.8767
0.002505344	147078.093
0.002494618	147124.1885
0.002429339	147158.6855
0.002380944	147198.1963
0.002317628	147238.2199
0.002216178	147280.0049
0.002032668	147319.0183
0.001963793	147358.3027
0.001919467	147398.4366
0.001897513	147437.9952
0.001861202	147477.6775
0.001693163	147517.828
0.001496578	147562.7128
0.001348471	147597.7623
0.0013174	147637.6324
0.001305704	147678.0549
0.001159522	147721.6914
0.001194506	147757.5723
0.001182217	147797.951
0.001209842	147838.6076
0.001266844	147878.2349
0.001306625	147918.0577
0.00137955	147957.8634
0.001499855	147999.1554
0.001540719	148037.924
0.001609292	148079.3661
0.001674638	148118.3288
0.001653536	148158.2213
0.001681366	148198.3996
0.001761338	148238.1614
0.001813618	148278.3753
0.001879761	148319.441
0.001906902	148359.7227
0.001916421	148399.7625
0.001937334	148438.6422
0.001959559	148477.7853
0.002032919	148518.5711
0.002030307	148557.485
0.002060258	148597.6589
0.002076314	148638.5159
0.002113856	148678.7888
0.002101098	148720.9263
0.002089025	148763.1024
0.002057002	148798.4835
0.001966727	148843.8017
0.001870837	148879.3481
0.001738652	148918.1293
0.001743504	148957.9843
0.00173662	148999.7513
0.001571733	149041.0208
0.001571733	149077.8448
0.001451035	149120.1008
0.00142459	149158.1526
0.001386649	149198.3182
0.001342643	149238.0566
0.001317476	149278.7249
0.001309958	149318.3078
0.001330332	149358.0419
0.001360326	149398.4713
0.001373025	149439.4819
0.001408895	149479.2608
0.001395674	149517.7753
0.001373128	149557.3499
0.001377466	149598.0119
0.001407276	149637.3954
0.001401044	149679.4856
0.001403965	149718.8588
0.001433685	149757.5767
0.00145862	149798.2206
0.001471535	149838.0186
0.001514905	149878.9936
0.001560401	149917.9294
0.001563505	149957.7829
0.001618924	149999.0701
0.001616548	150037.8016
0.001625509	150078.76
0.001632912	150117.7724
0.001586993	150158.5831
0.001529488	150199.9946
0.001501598	150239.1518
0.001468464	150285.3526
0.0015245	150318.7637
0.001583875	150358.1331
0.001630335	150398.4518
0.001722468	150439.1264
0.001740567	150480.3414
0.001857447	150518.6092
0.001937278	150564.438
0.001972057	150597.9237
0.002019997	150637.4466
0.002118589	150678.1798
0.002127314	150717.928
0.002179187	150757.4957
0.00223126	150798.0534
0.002277337	150839.241
0.002302496	150878.1807
0.002341224	150919.1665
0.002336834	150960.3937
0.002385398	150997.9895
0.002428849	151038.7929
0.002581513	151079.3671
0.002654547	151118.3932
0.002738082	151158.1657
0.002737405	151198.8555
0.002705579	151237.9869
0.002727299	151278.5294
0.00275827	151318.9281
0.002739203	151358.8913
0.002683355	151405.7719
0.002649317	151439.0387
0.002602461	151480.0717
0.002550772	151519.8799
0.002535231	151558.5168
