00:01:17.2431454,Plus.jpg,StimuliStart,Image,Start IMG 1
00:02:17.4126476,Neutral\Konacnih 5\1 - 708.wav,StimuliStart,Sound,Start AUD 1
00:02:17.4128773,Plus.jpg,StimuliEnd,Image,End IMG 1
00:02:17.4129026,Neutral\Konacnih 5\1 - 7211.jpg,StimuliStart,Image,Start IMG 2
00:02:20.2329419,Neutral\Konacnih 5\1 - 708.wav,StimuliEnd,Sound,End AUD 1
00:02:20.2331063,Neutral\Konacnih 5\1 - 7211.jpg,StimuliEnd,Image,End IMG 2
00:02:20.2331306,Plus.jpg,StimuliStart,Image,Start IMG 3
00:02:45.2244486,Plus.jpg,StimuliEnd,Image,End IMG 3
00:02:45.2245149,Neutral\Konacnih 5\4 - 7031.jpg,StimuliStart,Image,Start IMG 4
00:02:45.3456946,Neutral\Konacnih 5\4 - 722.wav,StimuliStart,Sound,Start AUD 2
00:02:48.2396608,Neutral\Konacnih 5\4 - 722.wav,StimuliEnd,Sound,End AUD 2
00:02:48.2398335,Neutral\Konacnih 5\4 - 7031.jpg,StimuliEnd,Image,End IMG 4
00:02:48.2398569,Plus.jpg,StimuliStart,Image,Start IMG 5
00:03:28.2235475,Plus.jpg,StimuliEnd,Image,End IMG 5
00:03:28.2235992,Neutral\Konacnih 5\10 - 5820.jpg,StimuliStart,Image,Start IMG 6
00:03:28.3172025,Neutral\Konacnih 5\10 - 172.wav,StimuliStart,Sound,Start AUD 3
00:03:31.2345316,Neutral\Konacnih 5\10 - 172.wav,StimuliEnd,Sound,End AUD 3
00:03:31.2477763,Neutral\Konacnih 5\10 - 5820.jpg,StimuliEnd,Image,End IMG 6
00:03:31.2478285,Plus.jpg,StimuliStart,Image,Start IMG 7
00:04:16.2386500,Plus.jpg,StimuliEnd,Image,End IMG 7
00:04:16.2387168,Neutral\Konacnih 5\13 - 5831.jpg,StimuliStart,Image,Start IMG 8
00:04:16.3647517,Neutral\Konacnih 5\13 - 150.wav,StimuliStart,Sound,Start AUD 4
00:04:19.2420663,Neutral\Konacnih 5\13 - 150.wav,StimuliEnd,Sound,End AUD 4
00:04:19.2425914,Neutral\Konacnih 5\13 - 5831.jpg,StimuliEnd,Image,End IMG 8
00:04:19.2426285,Plus.jpg,StimuliStart,Image,Start IMG 9
